Store Id,Grocery,Grocery Trunk,Fresh,Fresh Trunk,Frozen,Frozen Trunk
6434,37198,37198,#N/A,#N/A,#N/A,#N/A
6440,37198,37198,#N/A,#N/A,#N/A,#N/A
6443,37198,37198,30052,30052,37197,30052
6483,37198,37198,#N/A,#N/A,#N/A,#N/A
6485,37198,37198,30052,30052,37197,30052
6495,37198,37198,30052,30052,37197,30052
6496,37198,37198,30052,30052,37197,30052
6499,37198,37198,#N/A,#N/A,#N/A,#N/A
6500,37198,37198,30052,30052,37197,30052
6511,37198,37198,30052,30052,37197,30052
6516,37198,30054,#N/A,#N/A,#N/A,#N/A
6523,37198,37198,30052,30052,37197,30052
6527,37198,30052,30052,30052,37197,30052
6531,37198,37198,30052,30052,37197,30052
6545,37198,37198,#N/A,#N/A,#N/A,#N/A
6554,37198,37198,#N/A,#N/A,#N/A,#N/A
6555,37198,37198,#N/A,#N/A,#N/A,#N/A
6560,37198,37198,#N/A,#N/A,#N/A,#N/A
6567,37198,37198,#N/A,#N/A,#N/A,#N/A
6568,37198,37198,#N/A,#N/A,#N/A,#N/A
6575,37198,37198,30052,30052,37197,30052
6585,37198,37198,#N/A,#N/A,#N/A,#N/A
6593,37198,37198,#N/A,#N/A,#N/A,#N/A
6600,37198,37198,#N/A,#N/A,#N/A,#N/A
6601,37198,37198,#N/A,#N/A,#N/A,#N/A
6608,37198,37198,#N/A,#N/A,#N/A,#N/A
6611,37198,37198,#N/A,#N/A,#N/A,#N/A
6626,37198,37198,#N/A,#N/A,#N/A,#N/A
6629,37198,37198,#N/A,#N/A,#N/A,#N/A
6630,37198,37198,30052,30052,37197,30052
6634,37198,37198,#N/A,#N/A,#N/A,#N/A
6637,37198,37198,30052,30052,37197,30052
6639,37198,37198,#N/A,#N/A,#N/A,#N/A
6640,37198,37198,#N/A,#N/A,#N/A,#N/A
6650,37198,37198,30052,30052,37197,30052
6663,37198,37198,#N/A,#N/A,#N/A,#N/A
6665,37198,37198,#N/A,#N/A,#N/A,#N/A
6666,37198,37198,#N/A,#N/A,#N/A,#N/A
6673,37198,30054,#N/A,#N/A,#N/A,#N/A
6675,37198,37198,30052,30052,37197,30052
6690,37198,30052,30052,30052,37197,30052
6698,37198,30052,30052,30052,37197,30052
6699,37198,37198,#N/A,#N/A,#N/A,#N/A
6706,37198,37198,30052,30052,37197,30052
6709,37198,30054,#N/A,#N/A,#N/A,#N/A
6719,37198,30054,#N/A,#N/A,#N/A,#N/A
6724,37198,37198,#N/A,#N/A,#N/A,#N/A
6740,37198,37198,#N/A,#N/A,#N/A,#N/A
6765,37198,37198,30052,30052,37197,30052
6773,37198,37198,#N/A,#N/A,#N/A,#N/A
6774,37198,37198,30052,30052,37197,30052
6775,37198,30054,#N/A,#N/A,#N/A,#N/A
6776,37198,37198,#N/A,#N/A,#N/A,#N/A
6779,37198,37198,#N/A,#N/A,#N/A,#N/A
6784,37198,37198,30052,30052,37197,30052
6785,37198,37198,30052,30052,37197,30052
6787,37198,37198,#N/A,#N/A,#N/A,#N/A
6791,37198,37198,#N/A,#N/A,#N/A,#N/A
6793,37198,37198,#N/A,#N/A,#N/A,#N/A
6802,37198,37198,30052,30052,37197,30052
6803,37198,30054,#N/A,#N/A,#N/A,#N/A
6806,37198,30054,#N/A,#N/A,#N/A,#N/A
6811,37198,37198,#N/A,#N/A,#N/A,#N/A
6812,37198,37198,#N/A,#N/A,#N/A,#N/A
6814,37198,37198,#N/A,#N/A,#N/A,#N/A
6816,37198,37198,#N/A,#N/A,#N/A,#N/A
6827,37198,30052,30052,30052,37197,30052
6835,37198,37198,30052,30052,37197,30052
6843,37198,30052,30052,30052,37197,30052
6845,37198,37198,#N/A,#N/A,#N/A,#N/A
6851,37198,37198,#N/A,#N/A,#N/A,#N/A
6860,37198,37198,#N/A,#N/A,#N/A,#N/A
6885,37198,37198,30052,30052,37197,30052
6898,37198,37198,#N/A,#N/A,#N/A,#N/A
6977,37198,37198,#N/A,#N/A,#N/A,#N/A
6981,37198,37198,30052,30052,37197,30052
6982,37198,37198,#N/A,#N/A,#N/A,#N/A
6997,37198,37198,#N/A,#N/A,#N/A,#N/A
53040,37198,37198,#N/A,#N/A,30002,30002
53041,37198,37198,#N/A,#N/A,#N/A,#N/A
53053,37198,37198,#N/A,#N/A,37197,37197
57817,37198,37198,30052,30052,37197,30052
57842,37198,37198,#N/A,#N/A,#N/A,#N/A
57844,37198,37198,30052,30052,37197,30052
57846,37198,37198,#N/A,#N/A,#N/A,#N/A
57880,37198,37198,30052,30052,37197,30052
57881,37198,37198,30052,30052,37197,30052
57890,37198,37198,30052,30052,37197,30052
57903,37198,37198,#N/A,#N/A,#N/A,#N/A
57906,37198,37198,30052,30052,37197,30052
57911,37198,37198,#N/A,#N/A,#N/A,#N/A
57914,37198,37198,#N/A,#N/A,#N/A,#N/A
57917,37198,37198,30052,30052,37197,30052
57920,37198,37198,#N/A,#N/A,#N/A,#N/A
57921,37198,37198,#N/A,#N/A,#N/A,#N/A
57925,37198,37198,#N/A,#N/A,#N/A,#N/A
57941,37198,37198,#N/A,#N/A,#N/A,#N/A
57952,37198,37198,30052,30052,37197,30052
57953,37198,37198,#N/A,#N/A,#N/A,#N/A
57955,37198,37198,#N/A,#N/A,#N/A,#N/A
57960,37198,37198,#N/A,#N/A,#N/A,#N/A
57972,37198,37198,#N/A,#N/A,#N/A,#N/A
57984,37198,37198,#N/A,#N/A,#N/A,#N/A
57991,37198,37198,30052,30052,37197,30052
57992,37198,37198,30052,30052,37197,30052
57993,37198,37198,#N/A,#N/A,#N/A,#N/A
57995,37198,37198,#N/A,#N/A,#N/A,#N/A
57996,37198,37198,#N/A,#N/A,#N/A,#N/A
58001,37198,37198,#N/A,#N/A,#N/A,#N/A
58013,37198,37198,#N/A,#N/A,#N/A,#N/A
58018,37198,37198,#N/A,#N/A,#N/A,#N/A
58020,37198,37198,#N/A,#N/A,#N/A,#N/A
58022,37198,37198,#N/A,#N/A,#N/A,#N/A
6976,37198,37198,#N/A,#N/A,#N/A,#N/A
