Location Id,Location Name,Location Type,Format,Dotcom Locations,Night to Day Locations,Number of Bays,Drop Sequence,Paired Location,Last Drop Restriction,Council Restricted,Country,Cage Consolidation,Vol Before Cage Consolidation
4540,Hillingdon Pield Heath Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4541,Spring Grove Isleworth,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4555,Grand Central,Store,Express,No,No,1,,,No,No,England,Yes,7
4558,Reading Silverdale Rd,Store,Express,No,No,1,,,No,No,England,Yes,7
4573,Hemel Hempstead Fletcher Way,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4579,Fratton Park Extra,Store,Extra,No,Yes,1,,,No,No,England,Yes,7
4611,Portsmouth Brunel Road,Store,Express,No,No,1,,,No,No,England,Yes,7
4614,Yeovil Cavalier Way,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4615,Basingstoke Oakridge Road,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4622,Sandhurst Yorktown Exp,Store,Express,No,No,1,,,No,No,England,Yes,7
4626,London Fulham Reach,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4642,Salisbury Wilton Rd Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4877,Weymouth Portland Express,Store,Express,No,No,1,,,No,No,England,Yes,7
4890,High Street Solihull,Store,Express,No,No,1,,,No,No,England,Yes,7
4891,Maylands Plaza Exp,Store,Express,No,No,1,,,No,No,England,Yes,7
4893,High Street Winchester Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4933,Depot Didcot,Staff restaurant,Staff restaurant,No,No,1,,,No,No,England,No,1000
4936,Depot Hinckley,Staff restaurant,Staff restaurant,No,No,1,,,No,No,England,No,1000
4937,Southampton Depot Free Fruit Old,Staff restaurant,Staff restaurant,No,No,1,,,No,No,England,No,1000
4940,Depot Daventry Frozen,Staff restaurant,Staff restaurant,No,No,1,,,No,No,England,No,1000
4943,Depot Reading,Staff restaurant,Staff restaurant,No,No,1,,,No,No,England,No,1000
4949,Depot Lichfield,Staff restaurant,Staff restaurant,No,No,1,,,No,No,England,No,1000
4950,Depot Daventry Grocery,Staff restaurant,Staff restaurant,No,No,1,,,No,No,England,No,1000
4954,Depot Daventry Cloth,Staff restaurant,Staff restaurant,No,No,1,,,No,No,England,No,1000
5000,Marlbrook Brmsgrv Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5002,Four Marks Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5007,Emsworth Express,Store,Express,No,No,1,,,No,No,England,Yes,7
5008,Alton  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5009,Ifield Crawley Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5012,Langdale Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5014,Evesham Worcester Rd,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
5015,Rowley Regis Bham Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5017,St. James Rd Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5020,Appenine Wy Lbuzz Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5025,Darby Green (Yateley) Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5026,Cockcroft Didcot Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5027,Muscliffe Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5028,Broadwater - Worthing Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5033,Balsall Common,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5034,Southbourne Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5035,Ridgeway - Farnham Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5036,Hasbury Halesowen Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5044,St Marys Street Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5045,Forest Pk Brcknll Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5047,Gatehse Burgs Hll Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5049,Leyes Ln Kenlwrth Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5050,Butlers Lane - Poulner Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5051,Cholsey Wallngfrd Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5054,Thatcham Newbury Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5055,Ludgershall Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5056,Corporatn St Birm Exp,Store,Express,No,No,1,Solo,,No,Yes,England,Yes,7
5058,Alresford Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5062,Whitchurch Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5063,Warminster Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5064,Amington Tamworth Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5067,Measham Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5072,Lytchett Matravers Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5073,Moordown (Bournemouth) Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5074,Pershore Worcester Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5075,Herbert Ave (Poole) Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5076,Iver Heath Exp,Store,Express,No,No,1,,,No,No,England,Yes,7
5088,Bear Road Hanworth Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5089,Brockenhurst Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5090,Moreton In The Marsh Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5092,Haygate Rd Telford Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5098,Whitehouse S Coldfield Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5099,Stourbridge Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5114,Sheldon Birmingham,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
5129,Pulborough Superstore,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
5135,Slough Wellington Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
5141,Tanhouse Lane  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5142,Woodville Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5143,Market Hill Buckm Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5149,Aberdale Rd Leics Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5153,Goldsmith Ave Portsmouth Express,Store,Express,No,No,1,,,No,No,England,Yes,7
5155,South Street Chichester Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5161,Westbury Leigh Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5165,Bewdley Exp,Store,Express,No,No,1,Last Drop,,No,Yes,England,Yes,7
5167,Hale Farnham  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5168,Coventry Cross Point,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
5172,Old Milton  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5182,Leicester South Wigston,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
5197,Universty Exp,Store,Express,No,No,1,First Drop,,No,Yes,England,Yes,7
5203,Dickens Heath Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5207,Frankley Birmingham Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5209,Rottingdean  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5213,Durrington  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5223,Hurst St Birmingham Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5224,Tilehurst Reading Exp,Satilite Hub,Express,No,No,1,,,No,Yes,England,Yes,7
5225,Audnam Stourbridge Exp,Store,Express,No,No,1,,,No,No,England,Yes,7
5227,Streetly Birmingham Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5228,Bromford Castle Bromwich Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5242,Haywards Heath Exp,Store,Express,No,No,1,,,No,No,England,Yes,7
5246,Narborough Road Uckfield Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5250,Twyford Rd Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5270,Stone cross Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5278,Willenhall Birmingham Exp,Store,Express,No,No,1,,,No,No,England,Yes,7
5286,High Street Dunstable Exp,Store,Express,No,No,1,,,No,No,England,Yes,7
5299,Tidworth Superstore,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
5315,Greenwood Crowthorne Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5316,Bournemouth Road Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5318,Birmingham RD Sutton Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5321,Jubilee St  Express,Store,Express,No,No,1,First Drop,,No,Yes,England,Yes,7
5325,Quinton,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
5329,Nottingham Beeston,Store,Extra,No,Yes,1,,,No,Yes,England,Yes,7
5332,Shrewsbury Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
5338,Dosthill Tamworth Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5352,Pokesdown Boscombe Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5362,Cradely Heath,Store,Extra,No,No,1,,,No,No,England,Yes,7
5365,Wexham Rd Slough Exp,Store,Express,No,No,1,,,No,No,England,Yes,7
5370,Rectory Worthing Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5371,Craddocks Ashstead Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5378,Notts Top Valley,Store,Extra,Yes,No,1,,,No,Yes,England,Yes,7
5381,Lymington Highcliff  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5384,Isleworth Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5386,Bourneville Birmingham Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5391,Bath Rd Hounslow Exp,Store,Express,No,No,1,,,No,No,England,Yes,7
5392,Jewellery Qt Birmingham Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5394,Charminster Road Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5397,Eastfield Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5401,Cobden Avenue Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5403,Penn Rd Wolverhampton Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5415,Barnacres Hemel Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5429,Grove Wantage,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5434,Weymouth Lanehouse,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5438,Shepton Mallet,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
5442,Ilminster,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
5446,Charlton Andover  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5461,Farnham Common,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5471,Peasedown Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5472,Plomer Green Lane H Wycombe,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5475,London Rd (Portsmouth) Express,Store,Express,No,No,1,,,No,No,England,Yes,7
5478,Ashford,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5495,Hinckley Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5498,Kings Heath Birmingham,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5503,Willenhall,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
5504,Birmingham Aston Lane,Store,Superstore,Yes,Yes,1,,,No,Yes,England,Yes,7
5506,Hagley Rd Birmingham,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5519,Shirley Road (Soton)  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5525,Amersham Hill Ave,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5528,Reading Battle Hospital,Store,Extra,Yes,No,1,,,No,Yes,England,Yes,7
5533,Spring Rd Soton Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5542,Bathwick Hill Bath,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5549,Gornal Dudley,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5553,Ball Hill Coventry,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5559,Seaford Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5562,Goring Way Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5563,Andover Weyhill Road Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5567,Ryde 2 Extra.Com,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
5570,Hermitage,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5583,Swindon Prioryval,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5593,Birstall Leicester,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5607,Evesham,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5615,Midhurst North Street 2 Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5618,Hedge End Soton Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5631,Southbourne Grove Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5634,Kidderminster Comberton,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5656,Robin Hood Birmingham,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5661,Wooton Bridge Iow  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5662,Granby St Leicester,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5664,Durrington Bulford,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5667,Clifton Lane Nottingham,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5672,Worthing South Farm Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5706,Knaphill High St,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5712,Stratford Banbury Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5716,Bourne End Parade,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5724,Northampto Link Road,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5725,Rustington Littlehampton Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5746,Luton Dunstable Road,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5751,Erdington Sixways,Store,Express,No,No,1,First Drop,,No,Yes,England,Yes,7
5779,Shelton Coventry,Store,Express,No,No,1,,,No,No,England,Yes,7
5783,Aldridge,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5787,Ickenmah High Road,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5789,Reading Crown House ,Store,Express,No,No,1,First Drop,,No,Yes,England,Yes,7
5807,Southampton Burgess Rd Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5809,Bognor Regis  Express,Store,Express,No,No,1,First Drop,,No,Yes,England,Yes,7
5810,Slough Burnham Rd,Store,Express,No,No,1,,,No,No,England,Yes,7
5812,Middle Rd Banbury,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5828,Coventry Holyhead ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5831,Leicester Saffron Lane,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5837,Gunwharf Quays Portsmouth Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5839,Leicester Humberstone,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5851,Hanley,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
5852,Lichfield,Store,Extra,Yes,No,1,,,No,Yes,England,Yes,7
5853,Telford Madeley Centre,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
5854,Birmingham Hodge Hill,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
5862,Market Winchester Express,Store,Express,No,No,1,First Drop,,No,No,England,Yes,7
5867,Luton Hitchin Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5880,Bournemouth Triangle Express,Store,Express,No,No,1,,,No,No,England,Yes,7
5886,Derby,Store,Metro,No,No,1,,,No,No,England,Yes,7
5893,Worcester Foregate,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5895,Verwood Ringwood Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5902,Hinckley,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
5905,Iow Ventnor  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5913,Bathrow Birmingham,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5921,Leicester Hinckley Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5927,New Rd High Wycombe,Store,Express,No,No,1,,,No,Yes,England,Yes,7
5966,Banbury Rd Oxford,Store,Express,No,No,1,,,No,No,England,Yes,7
5971,Hungerford,Store,Superstore,No,No,1,,,No,No,England,Yes,7
5984,Belgrave Gate Liecs,Store,Express,No,No,1,,,No,No,England,Yes,7
5996,Kingsley Park ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6002,Havant  Extra.Com,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
6006,Lillington,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6011,Guildford Surrey  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6012,Brighton Queens Rd Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6014,Houndslow Staines Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6016,Worthing Chpel Rd Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6030,Burnham High St ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6045,Lillie House Leicester,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6046,Kingstanding Bham,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6056,West Durrington Extra.Com,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
6060,Derby Stenson Rd,Store,Express,No,No,1,First Drop,,No,Yes,England,Yes,7
6065,Shepshed ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6091,Ruislip High St,Store,Express,No,No,1,,,No,No,England,Yes,7
6092,Datchett,Store,Express,No,No,1,First Drop,,No,No,England,Yes,7
6103,Nottingham Compton,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6112,Birmingham Colmor,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6114,Wroughton,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6119,Selly Oak Bristol Rd,Store,Express,No,No,1,,,No,No,England,Yes,7
6124,Reading Market Place,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6135,Loughborough Rushes,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
6136,Poole Quay Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6137,Luton Bishops Crt Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6139,Reading Oxford Rd,Store,Express,No,No,1,Last Drop,,No,Yes,England,Yes,7
6141,Great Barr,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6142,Hayes Uxbridge,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6148,Southampton High Street Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6159,Northampton St Edmunds,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6160,Westbury For Street,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6161,Walsall College ,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
6163,Yiewsley,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
6165,Guilford Bridge  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6167,Oxford St Aldates,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6170,Hayes Station Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6174,Twickenham,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6178,Market Harborough,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6189,North End Portsmouth Express,Store,Express,No,No,1,,,No,No,England,Yes,7
6192,Newbury,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
6195,Leicester Bede Island,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6197,Dudley,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
6202,West Parley Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6207,St Albans Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
6214,London Road Southampton  Express,Store,Express,No,No,1,,,No,No,England,Yes,7
6219,Ascot High St,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6223,Leicester Syston,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
6226,Bulwell Extra,Store,Extra,No,Yes,1,,,No,Yes,England,Yes,7
6227,Birmingham Spring Hill,Store,Superstore,No,No,1,,,No,No,England,Yes,7
6242,Westbourne Poole  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6246,Melksham,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6249,Southam,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
6255,Fareham Superstore,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
6262,Maidenhead Bth Rd ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6276,Rugby Cattle Market,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6292,Oxford Magdalen,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
6294,Amesbury Superstore,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
6295,Portland Easton Superstore,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
6299,West Heath Birmingham,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6300,Welford House Leicester,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6305,Birmingham Hockley,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6316,Bournemouth Holden Rd Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6320,Epsom Horton,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6321,Epsom Station,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6323,Burghfield Common,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6331,Marlborough,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
6338,High St Banbury,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6369,Leicester Melton Rd ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6388,Birmingham Bristnall Hall,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6399,Bournemouth  Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
6403,Rickmansworth ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6405,Worthing Goring Rd  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6411,Rugby Bilton Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6418,Evington,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
6426,Abingdon Fitzharis ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6428,Chellaston Derby Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6441,Sutton Coldfield Walsall Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6446,Hemel Hempstead Marlows,Store,Express,No,No,1,,,No,No,England,Yes,7
6447,Redditch The Brockenhill PH,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6448,Northampton,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
6457,Seaton,Store,Superstore,Yes,No,1,,,No,Yes,England,Yes,7
6461,Feltham ,Store,Express,No,No,1,,,No,No,England,Yes,7
6462,Birmingham Carrs Lane,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6463,Yardley,Store,Extra,No,No,1,,,No,No,England,Yes,7
6473,Bedworth,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
6481,Rugeley,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
6489,Tempest Rd Waterlooville  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6501,Lee On Solent Marine  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6503,Northchurch,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6519,Abingdon Oxford Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6527,Crawley Haslett Ave,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6532,Reading Tilehurst,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6533,Bournemouth Dolphin Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6542,Woking Guildford Rd  Express,Store,Express,No,No,1,,,No,No,England,Yes,7
6564,Bath 4-5 Westgate Buildings,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6569,Stafford Stone Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6570,Sutton Coldfield Boldmere,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6573,Leicester Narborough Rd,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
6576,Westway Hove  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6577,Portsmouth Kingston Rd Express,Store,Express,No,No,1,,,No,No,England,Yes,7
6582,Isleworth Thorncliffe Rd ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6589,Barnham Inn,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6598,Southampton Lordswood  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6599,Twyford - 25 London Road,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6602,Handsworth Oxhill Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6607,Gosport Forton  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6614,Greenford Lady Margaret Rd,Store,Express,No,No,1,Last Drop,,No,Yes,England,Yes,7
6616,West Drayton,Store,Express,No,No,1,,,No,No,England,Yes,7
6618,Poole Shore Rd Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6636,Birmingham 576-588 Bristol Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6638,Stourport,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
6642,Rugby Helvelyn Way,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6645,Glastonbury,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
6647,Crawley,Store,Dotcom Centre,No,No,1,,,No,No,England,Yes,7
6655,Lovedean Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6659,Crawley Betts Way ,Store,Express,No,No,1,,,No,No,England,Yes,7
6660,Poole Wallisdown Road Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6662,Burton Upon Trent Station Rd ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6669,Ashvale Lysons Ave  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6672,Hednesford Victoria St,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
6678,Leicester Rd Loughborough,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6679,Portsmouth Eastney  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6681,Bognor Regis Chichester Road Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6682,Southampton Butt Rd Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6683,Chobham Station Rd Express,Store,Express,No,No,1,,,No,No,England,Yes,7
6684,Blackwater Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6685,Birmingham Alcester Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6687,Upper Shoreham Rd  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
6697,Hounslow Hanworth,Store,Express,No,No,1,,,No,Yes,England,Yes,7
