Location Id,Product Code,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Bank Holiday
5225,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5227,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5228,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5228,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5242,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5242,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5246,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5250,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5250,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5270,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5278,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5286,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5286,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5299,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
5299,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
5315,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5315,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5315,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5316,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5316,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5318,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5321,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5321,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5325,1,07:30,07:30,07:30,07:30,07:30,07:30,10:00,10:00
5329,1,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00
5332,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
5338,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5352,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5352,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5362,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
5365,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5365,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5370,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5370,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5371,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5371,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5378,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
5381,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5381,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5384,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5384,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5386,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5391,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5391,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5392,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5394,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5394,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5397,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5401,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5401,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5403,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5415,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5415,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5429,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5429,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5434,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5434,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5438,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
5438,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
5442,1,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00
5442,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
5446,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5446,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5461,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5461,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5461,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5471,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5471,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5472,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5472,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5475,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5475,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5478,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5478,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5495,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5495,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5498,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5503,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
5504,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
5506,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5519,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5519,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5519,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5525,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5525,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5525,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5527,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5527,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5528,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
5528,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
5533,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5533,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5542,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5542,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5549,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5553,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5559,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5559,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5562,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5562,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5563,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5563,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5567,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
5567,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
5570,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5583,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5583,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5593,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5593,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5607,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5615,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5615,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5615,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5618,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5618,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5631,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5631,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5634,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5634,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5656,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5661,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5661,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5661,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5662,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5664,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5664,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5667,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5672,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5672,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5672,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5706,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5706,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5706,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5712,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5712,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5716,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5716,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5716,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5724,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5725,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5725,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5746,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5746,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5751,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5779,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5783,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5787,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5787,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5789,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5789,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5807,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5807,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5807,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5809,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5809,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5810,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5810,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5812,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5812,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5828,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5831,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5837,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5837,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5839,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5851,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
5852,1,07:30,07:30,07:30,07:30,07:30,07:30,05:30,05:30
5853,1,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00
5854,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
5862,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5862,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5867,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5867,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5880,1,04:00,12:30,04:00,12:30,04:00,04:00,04:00,04:00
5880,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5886,1,10:30,10:30,10:30,10:30,10:30,10:30,10:30,10:30
5893,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5893,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5895,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5895,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5902,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
5905,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5905,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5905,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5913,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5921,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5927,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5927,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5966,1,04:00,04:00,04:00,04:00,04:00,04:00,12:30,04:00
5966,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5971,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
5971,8,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
5984,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5996,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5996,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6002,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
6002,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
6006,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6011,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6011,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6012,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6012,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6012,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6014,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6014,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6016,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6016,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6016,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6030,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6030,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6045,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6046,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6046,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6056,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
6056,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
6060,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6065,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6091,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6091,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6091,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6092,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
6092,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6103,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6112,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6114,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6114,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6119,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
6124,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6124,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6135,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
6136,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6136,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6137,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6137,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6139,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6139,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6141,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6142,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6142,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6148,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6148,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6156,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6156,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6159,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6160,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6160,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6161,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
6163,1,08:30,08:30,08:30,08:30,08:30,07:30,10:30,10:30
6163,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
6165,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6165,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6167,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6167,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6170,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6170,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6174,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6174,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6174,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6178,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6189,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6189,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6189,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6192,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
6192,8,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
6195,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6197,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
6202,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6202,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6202,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6207,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
6207,8,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
6214,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6214,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6219,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6219,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6219,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6223,1,05:30,05:30,05:30,05:30,05:30,05:30,05:30,05:30
6226,1,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00
6227,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
6242,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6242,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6246,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6246,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6249,1,05:30,05:30,05:30,05:30,05:30,05:30,05:30,05:30
6255,1,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00
6255,8,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00
6262,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6262,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6276,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6292,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
6292,8,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
6294,1,07:30,07:30,07:30,07:30,07:30,07:30,09:30,09:30
6294,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
6295,1,07:00,07:00,07:00,07:00,07:00,07:00,09:00,09:00
6295,8,07:00,07:00,07:00,07:00,07:00,07:00,09:00,09:00
6299,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6300,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6305,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6316,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6316,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6320,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6320,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6321,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6321,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6323,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6323,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6323,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6331,1,07:00,07:00,07:00,07:00,07:00,07:00,08:00,08:00
6331,8,07:00,07:00,07:00,07:00,07:00,07:00,08:00,08:00
6338,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6338,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6369,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6388,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6399,1,10:30,10:30,10:30,10:30,10:30,10:30,10:30,10:30
6399,8,10:30,10:30,10:30,10:30,10:30,10:30,10:30,10:30
6403,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6403,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6405,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6405,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6411,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6418,1,10:30,10:30,10:30,10:30,10:30,10:30,10:30,10:30
6426,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6426,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6428,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6441,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6443,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6443,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6446,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6446,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6447,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6448,1,05:30,05:30,05:30,05:30,05:30,05:30,08:30,08:30
6457,1,07:30,07:30,07:30,07:30,07:30,07:30,09:30,09:30
6457,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
6461,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6461,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6462,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6463,1,05:00,05:00,05:00,05:00,05:00,05:00,09:30,09:30
6473,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
6481,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
6489,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6489,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6501,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6501,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6503,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6503,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6519,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6519,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6527,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6527,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6532,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6532,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6533,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6533,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6542,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6542,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6564,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6564,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6569,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6570,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6573,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
6576,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6576,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6577,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6577,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6582,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6582,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6589,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6589,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6598,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6598,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6599,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6599,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6602,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6607,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6607,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
6614,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
6614,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
